Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
500,0.02690154570644808,-0.04119429161842797,0.046878607534307434,0.014581249645308741,58,500.0,259.12410747446273
500,-0.008368067994096964,0.037163876790086106,-0.043677818731532175,-0.003457585288243581,24,368.0,223.0024731893695
500,0.00957543774696884,0.03156389906016971,-0.001755115345617217,-0.03919395724760331,100,500.0,259.12410747446273
500,0.02628159680375733,-0.006382157374400767,-0.012719784324730789,0.01395358477480707,67,500.0,259.12410747446273
500,0.020204106135544464,0.029630950881268298,0.04588240478541902,0.0022525854526567538,95,500.0,259.12410747446273
500,0.0016698846991312633,0.04959802695219456,0.016560806428876126,-0.02088117445739276,52,500.0,259.12410747446273
500,0.04066271441153821,0.048417671840765536,-0.04906464159754719,0.040555337942639505,9,461.0,249.89862983097257
500,-0.03968418189289933,0.037007027285836436,0.009561794311916484,0.02664262836645237,94,500.0,259.12410747446273
500,0.023039120981013794,0.014244143680957541,0.02689288794900324,-0.04332750598668903,11,284.0,191.32831056989795
500,-0.013937200367711546,0.04641591478651029,0.0191629005306784,-0.0435764321607114,30,500.0,259.12410747446273
500,-0.02817896772029488,-0.016390477244996697,-0.0030738799451319188,-0.010961321399548765,63,500.0,259.12410747446273
500,0.03871710212844226,-0.0015524035344418596,0.04681800537448462,-0.002890906071351021,43,500.0,259.12410747446273
500,0.04694673352785618,0.011313246442949586,-0.04126949992666127,0.041537299338732014,74,500.0,259.12410747446273
500,-0.04257335710664048,-0.04307129781313564,-0.006932975346524983,0.02071371387320957,5,389.0,229.7487010884371
500,-0.025468898618383296,-0.030970525120101913,-0.01568580228721296,-0.02481458400787806,58,500.0,259.12410747446273
500,0.04994489395833955,-0.0399129229251523,-0.04594937921732796,0.0005675458700210717,33,500.0,259.12410747446273
500,0.017347768695954585,-0.010261605593583446,0.049310512774222715,0.017296556510279143,39,351.0,217.22074329089511
500,0.04273593334387024,0.03454211783923482,-0.022632971817527138,-0.007331722466771828,18,500.0,259.12410747446273
500,0.0032892296334840476,0.03893106481662259,-0.01681791328352441,0.025945260547365484,38,500.0,259.12410747446273
500,0.02046693028083718,0.026170429286835037,0.010719512731822513,0.019707406079380027,23,500.0,259.12410747446273
500,-0.01984239004368973,0.04700181613452241,0.03000254119806267,0.04283345310752483,63,500.0,259.12410747446273
500,0.0009271123253195568,0.04835968886875995,-0.032835404544615844,0.023476224645198232,72,500.0,259.12410747446273
500,0.025163064527686962,0.024057138648461457,0.0083045607105953,0.03334337106167233,38,500.0,259.12410747446273
500,0.011167210951434262,0.0035143014657691637,0.016372504737364596,-0.03444349804124507,51,366.0,222.3374971347035
500,0.00333312942611539,0.017571527812513005,-0.015671475153205237,-0.03339167430105136,73,421.0,239.24399932355723
500,0.04491229690244286,0.04727761042659809,0.010502294186948702,-0.040408442716136556,56,500.0,259.12410747446273
500,-0.003452314581253599,0.03602535897510378,-0.042622466084112944,-0.044078969591983146,80,500.0,259.12410747446273
500,-0.03231501896064873,-0.04039046283548681,-0.010244610208818117,-0.02830793174506535,5,448.0,246.5753059503377
500,-0.019707596424545806,0.04217577715481409,0.04166832568634965,0.034307122986785676,32,500.0,259.12410747446273
500,0.03268612391891976,-0.019146146872544123,-0.02022435109033002,0.02279192338695983,86,500.0,259.12410747446273
500,0.013719467169435715,0.027776064842022927,-0.04254243037701159,0.001381947534080108,96,500.0,259.12410747446273
500,0.0368550948265772,0.011461345000357823,-0.04849070850065097,-0.017780101953875797,21,500.0,259.12410747446273
500,-0.03850948905497603,0.029560414966224857,-0.008814347237822706,-0.044722399350879044,99,500.0,259.12410747446273
500,-0.023813781147930226,0.00473209723714646,0.027796848168756938,0.043936534265208035,98,368.0,223.0024731893695
500,-0.010552048302097036,0.012825114454703052,0.0036105894280128448,-0.006193230935037618,67,500.0,259.12410747446273
500,-0.029902906645763297,-0.0010742902300901816,-0.013157346056871612,-0.004194060607530657,16,500.0,259.12410747446273
500,-0.0008905576244351149,0.020496579490113506,-0.008670136746782839,-0.03886792657701726,7,491.0,257.0900700389085
500,0.024020818366706068,-0.03578983787110758,-0.03448823203914495,-0.047132465897310905,57,500.0,259.12410747446273
500,-0.04875976662770083,-0.008378716189795112,-0.0264897688606746,0.013946557941995077,35,455.0,248.3809089990244
500,-0.02749949326128899,-0.004539010363709475,0.04976973986598841,0.00014439181322504352,34,500.0,259.12410747446273
500,-0.010774305756246064,0.025027487555615013,-0.02700561759632124,-0.03221448011759111,37,500.0,259.12410747446273
500,0.03333906458017634,0.02111657743123932,-0.024317232019828175,-0.033111437063926566,2,130.0,107.77996047383596
500,-0.03218123837333451,-0.012855389417466757,-0.03470088159347532,0.0062262419215135395,73,500.0,259.12410747446273
500,-0.04724839245107947,-0.043157648688934735,-0.03957106196487046,-0.034253330088776984,96,500.0,259.12410747446273
500,-0.03325675769808132,0.009195186228622435,0.005840912476713575,-0.011196347689788597,63,500.0,259.12410747446273
500,-0.04745652533313363,0.023612289784691487,0.0024871369689590805,-0.016305558530164223,37,500.0,259.12410747446273
500,-0.013621119582073196,-0.04029114790473272,-0.04804043876271657,0.007433971170977646,90,500.0,259.12410747446273
500,-0.0019413291044213868,0.003432031587028171,0.041045551623230966,-0.01184981857508479,5,181.0,139.8237848073298
500,0.033373940942003036,0.00914346697582491,0.0290448791021871,-0.028125598488594774,44,500.0,259.12410747446273
500,0.04515813246093439,-0.01982900665770231,-0.0011483330503067254,0.028432001040919863,83,500.0,259.12410747446273
500,-0.021769370061666085,0.00918610996040048,0.02755643444379534,-0.028744076795219554,18,500.0,259.12410747446273
500,-0.03836660677306724,0.0467118354087426,0.039762091344793374,0.02477061015071849,58,500.0,259.12410747446273
500,-0.009076727434687994,-0.042847926680049525,-0.043782747537752555,0.022238076328017192,13,500.0,259.12410747446273
500,-0.03961115833172668,-0.008046526406120892,0.02419524574495502,0.028491440119577757,19,277.0,188.3100953271938
500,-0.015008647229287152,-0.03302150643990348,-0.03588083196611607,0.010827664505180336,16,244.0,173.1942370461788
500,0.03328022118219047,0.0008746083439045288,-0.002706455866931891,-0.02033458360917032,63,500.0,259.12410747446273
500,0.011809652218043101,-0.01140795642743151,0.038406672206205944,0.037519352723753716,74,500.0,259.12410747446273
500,0.030343616848106533,-0.014152811323844286,0.017652562086794263,0.016317470553595476,56,337.0,212.23250986091043
500,0.022452125861880556,0.03859953049719629,-0.0009778874417940356,0.00827337918105546,95,500.0,259.12410747446273
500,-0.01194989104898718,0.022157383763555125,-0.04685267018425635,0.001186437307789813,22,316.0,204.34549287582124
500,0.026386642879773423,-0.013484945235088176,0.03358540751304677,-0.02911861488072306,23,319.0,205.5029042509182
500,0.024323637745614385,0.023284196741128332,-0.037791673924853546,0.010615955490421311,50,500.0,259.12410747446273
500,-0.030748329317326052,-0.014900725783682449,0.040270002100359234,-0.045287992280469605,79,500.0,259.12410747446273
500,0.023280222597369157,0.016961295683212224,0.030767056804099774,0.007744507740956717,72,500.0,259.12410747446273
500,0.030541401368506846,0.012864743449486335,0.04368921620538961,0.036491789920568785,68,500.0,259.12410747446273
500,0.033931141655738184,0.030809193520314956,0.0016776438541983851,-0.030234593784691035,29,375.0,225.29867267026287
500,0.026006717346426664,0.004001533831936535,-0.03375011002804966,-0.010671119211113148,33,500.0,259.12410747446273
500,0.002870222858005256,-0.014952622189449663,-0.031482972765094416,-0.039724967005465364,24,324.0,207.4088904110126
500,-0.015597165946089307,-0.027834256709199447,-0.017515806774831,0.020037123944943697,84,500.0,259.12410747446273
500,0.02750245033616952,-0.016664004553808114,-0.012880242735946179,-0.022514130230874608,61,500.0,259.12410747446273
500,-0.032443633035256714,-0.007920826947031626,-0.026669010428696883,0.00838071773357233,88,500.0,259.12410747446273
500,-0.04580745354888081,0.033613395615343364,0.010834630530413544,0.047538092023883996,23,284.0,191.32831056989795
500,0.043010245027138724,-0.018727049407415396,0.038967558058756804,0.0031201401083391644,47,475.0,253.33536762760784
500,-0.00745646546208064,-0.026031790865474903,-0.030221694898726392,0.02191535904270417,90,500.0,259.12410747446273
500,-0.04801369582809002,-0.03516105795460536,-0.009544759884811994,-0.033791742595116775,17,384.0,228.18084920142076
500,-0.007434021583812553,-0.04368771280340399,0.005471898386288351,-0.02537187620737942,87,500.0,259.12410747446273
500,0.027654051765552842,-0.016201070629601723,0.0154617837896414,0.03472869275540387,97,500.0,259.12410747446273
500,0.023891569805352758,-0.021294894681153188,-0.00565693597814234,0.0113585415135262,71,500.0,259.12410747446273
500,-0.01840894799119086,-0.017769960720446225,-0.008801233681982934,-0.04762540190711299,70,500.0,259.12410747446273
500,-0.035765692517912145,0.03466798365721557,-0.04832240984136685,-0.042434437362947046,77,500.0,259.12410747446273
500,-0.036855735468746764,-0.03536118718721473,-0.002540390710563112,0.04349832625761574,93,500.0,259.12410747446273
500,-0.04168686224599626,0.0492776271273994,-0.045878959403594946,0.01568728258876048,67,500.0,259.12410747446273
500,-0.01397593461375992,0.03846206575517587,-0.001245788988081531,0.0040933104065697945,48,500.0,259.12410747446273
500,0.02751999203977938,0.02210100288484672,0.018895649114717222,0.01574674558107035,29,500.0,259.12410747446273
500,0.0010791900449401842,-0.006598516826128942,0.03341002255818913,-0.021388025431339608,40,500.0,259.12410747446273
500,0.0321096369545161,0.011746515235867616,0.003266277915787416,0.03799971397172859,33,500.0,259.12410747446273
500,0.01627449646040266,-0.03288205515475913,0.019746000445761594,-0.04326289977484391,29,500.0,259.12410747446273
500,-0.027909379624443342,-0.006769485867622993,-0.009909960185864417,-0.0014476383132519671,22,500.0,259.12410747446273
500,-0.01393970011718889,0.04572997982480877,0.04541462244945939,0.023915365148534304,19,500.0,259.12410747446273
500,-0.03752185696582133,-0.045546323297401096,0.0035888557708047344,-0.045038408752821446,3,277.0,188.3100953271938
500,0.040408749208159456,0.02512353787474851,0.034747096568442104,0.0016867109000658492,35,314.0,203.56806917826825
500,-0.027063282353812168,-0.021772100260156926,0.03969905573140044,-0.01520749760369472,25,500.0,259.12410747446273
500,-0.029810839333935236,0.03363678798846606,-0.006689209028157381,0.025049855931271223,34,500.0,259.12410747446273
500,-0.026417037052928995,0.03489724156893309,-0.043270463897306245,-0.019993360922550774,15,318.0,205.1182590280022
500,0.043617208485129885,-0.019282266366794188,0.027493222850073384,-0.020404575911991154,68,500.0,259.12410747446273
500,0.005208171070410418,0.0005001024683180741,0.015198735425586737,-0.03067715679893518,85,500.0,259.12410747446273
500,-0.010951155391696422,0.005980641203468598,-0.04640624970279598,-0.04092265527836517,45,500.0,259.12410747446273
500,0.013876964302089734,-0.006892133885983399,0.043324577169043255,0.011189609200185226,46,452.0,247.61172670829453
500,0.005058837424901964,8.33680499616532e-05,0.02128533829746651,0.03516023419399965,79,500.0,259.12410747446273
500,0.030207543069972434,0.014077288365665463,-0.009435588772859771,-0.036418146457157845,15,369.0,223.3334657698014
500,-0.04194317626930816,0.009966905199401854,0.03242421074630529,0.011062217026430975,36,500.0,259.12410747446273
500,0.04132627030478436,-0.011499178764910342,-0.00022536667189182458,0.03967470205386643,37,500.0,259.12410747446273
500,0.048609051104216636,0.006785292066365911,-0.012156430389859328,-0.027700722387865175,26,325.0,207.78666373977956
500,0.01646998329641952,0.02136587159828239,-0.04270807434063703,-0.0205248468336816,34,500.0,259.12410747446273
500,-0.02806542827826184,-0.02631882928437508,-0.027003848337429272,0.04369831279390128,80,500.0,259.12410747446273
500,-0.002772227117726643,-0.017569606931140673,-0.04543692715125197,0.043288170458053984,4,235.0,168.8049052215434
500,-0.02876115690934901,-0.0202110325559706,-0.03705558635356057,-0.04881876365045356,17,200.0,150.56102045793983
500,0.007703740281876467,-0.03084775352986271,-0.006321256370058356,0.005657288328392497,19,395.0,231.5992963534892
500,-0.02490778853924458,-0.006372276886432382,-0.04013964046279731,0.04448645856474395,30,476.0,253.57536152472503
500,0.04621986081491297,0.0066620442778449265,-0.017454388996905636,-0.005233907802826586,19,312.0,202.78595986381234
500,0.046572742254949714,0.004047685542699964,-0.012060754719260679,-0.043118724353575145,41,500.0,259.12410747446273
500,0.0005999178331152349,-0.03314573773901744,0.04682168400096731,0.04492500074229125,41,500.0,259.12410747446273
500,-0.013482063806780263,-0.03958661260543814,-0.0058445519364130755,0.03836572397715125,91,500.0,259.12410747446273
500,-0.009599712292997109,-0.02057193547428811,0.04369850412814141,-0.013684627919890426,3,294.0,195.53140690802422
500,0.03451323890935702,-0.020562483505713294,0.025288976234478858,0.04545474025172826,69,500.0,259.12410747446273
500,-0.041108328725128734,0.005307964345184511,0.01197610524447227,-0.04751721973334715,100,500.0,259.12410747446273
500,0.01719159098338509,0.015535294004470929,0.04553238528736121,-0.03728545042371341,67,500.0,259.12410747446273
